parent_taxon_id,taxon_id,rank_level,leaf_class_id,name
558404,558438,10.0,490,Spatula clypeata
359450,558819,24.0,,Hypochaeridinae
3,559244,40.0,,Cathartiformes
7251,559248,30.0,,Passerellidae
47790,564913,20.0,,Chamaenerion
564913,564969,10.0,491,Chamaenerion angustifolium
632790,568270,25.0,,Senecioneae
632790,568277,25.0,,Coreopsideae
48111,570063,27.0,,Mantinae
48111,570070,27.0,,Stagmomantinae
51111,571260,15.0,,Xylocopoides
244505,574159,25.0,,Xylocopini
47220,578086,15.0,,Apis
4929,597395,27.0,,Ardeinae
48377,604091,25.0,,Tecomeae
319231,605201,25.0,,Acanthocephalini
632790,605446,25.0,,Heliantheae
48139,606933,27.0,,Salticinae
49609,607661,27.0,,Cyprininae
49609,613300,27.0,,Leuciscinae
487049,629866,30.0,,Ariolimacidae
47222,630955,32.0,,Anthophila
632307,632069,24.0,,Asclepiadinae
373579,632307,25.0,,Asclepiadeae
487323,632390,25.0,,Vinceae
632390,632394,24.0,,Vincinae
359450,632700,24.0,,Cichoriinae
359450,632701,24.0,,Crepidinae
359450,632703,24.0,,Hyoseridinae
359450,632704,24.0,,Lactucinae
47604,632790,27.0,,Asteroideae
632790,632795,25.0,,Helenieae
201654,632883,25.0,,Cardueae
632883,632885,24.0,,Carduinae
507502,633087,25.0,,Fabeae
48516,634936,27.0,,Solanoideae
634936,634950,25.0,,Solaneae
632795,635184,24.0,,Gaillardiinae
343248,638567,25.0,,Polistini
67688,700600,35.0,,Acrididea
47574,701533,13.0,,Sabina
71130,702480,35.0,,Scarabaeiformia
121639,706185,34.0,,Eubrachyura
706185,706188,33.5,,Thoracotremata
48536,706195,27.0,,Orontioideae
48874,707807,27.0,,Anacardioideae
606933,712034,25.0,,Dendryphantini
51276,712842,25.0,,Nezarini
47793,713334,37.0,,Neodermaptera
713334,713335,35.0,,Epidermaptera
949881,713337,33.0,,Forficuloidea
49528,713354,27.0,,Forficulinae
922110,723302,25.0,,Maleae
49568,736941,15.0,,Cicindela
51611,738332,15.0,,Chamaedrys
51611,738398,15.0,,Pocilla
53984,743344,13.0,,Digitalis
48231,746708,27.0,,Thalictroideae
48231,746709,27.0,,Ranunculoideae
746709,746715,25.0,,Ranunculeae
746709,746720,25.0,,Caltheae
47122,746804,27.0,,Cercidoideae
746804,746816,25.0,,Cercideae
507502,746912,25.0,,Robinieae
121943,764793,47.0,,Equisetidae
121943,764796,47.0,,Polypodiidae
52689,765394,10.0,492,Sambucus nigra
47434,773413,27.0,,Arundinoideae
773413,773415,25.0,,Molinieae
47187,774775,47.0,,Eumalacostraca
118056,775410,10.0,493,Fomitopsis betulina
551391,775797,45.0,,Euthyneura
775797,775800,44.0,,Tectipleura
775800,775812,43.0,,Eupulmonata
372769,775839,40.0,,Mytilida
775839,775840,33.0,,Mytiloidea
788062,777272,25.0,,Naucleeae
52995,779780,13.0,,Claytonia
52995,779781,13.0,,Limnia
85654,781333,27.0,,Bradybaeninae
47485,781349,37.0,,Helicina
781349,781350,35.0,,Arionoidei
781349,781352,35.0,,Helicoidei
781349,781353,35.0,,Limacoidei
47485,781366,37.0,,Achatinina
781366,781368,33.0,,Achatinoidea
48526,781703,30.0,,Viburnaceae
68207,783666,27.0,,Larreoideae
47167,785517,37.0,,Agaricineae
47167,785522,37.0,,Pluteineae
26909,787551,27.0,,Plethodontinae
27701,787591,27.0,,Pleurodelinae
36982,787700,27.0,,Scincinae
47693,788062,27.0,,Cinchonoideae
47693,788064,27.0,,Rubioideae
788064,788074,25.0,,Mitchelleae
788064,788083,25.0,,Rubieae
59116,788516,27.0,,Poeciliinae
48158,788529,27.0,,Percinae
52756,789375,15.0,,Polistes
52756,789379,15.0,,Fuscopolistes
48699,790553,27.0,,Apioideae
790553,790559,25.0,,Careae
790553,790591,25.0,,Scandiceae
790553,790593,25.0,,Smyrnieae
790553,790594,25.0,,Tordylieae
47781,790617,27.0,,Iridoideae
790617,790633,25.0,,Irideae
47561,790730,15.0,,Strobus
47561,790732,15.0,,Pinus
790730,790765,13.0,,Quinquefoliae
790732,790770,13.0,,Trifoliae
790732,790771,13.0,,Pinus
48567,791418,27.0,,Alsinoideae
791418,791419,25.0,,Alsineae
48567,791473,27.0,,Caryophylloideae
791473,791475,25.0,,Sileneae
48063,791928,10.0,494,Lysimachia arvensis
48064,791932,27.0,,Myrsinoideae
17599,792976,20.0,,Dryobates
792976,792988,10.0,495,Dryobates pubescens
48150,795681,27.0,,Boraginoideae
795681,795687,25.0,,Lithospermeae
31888,797512,27.0,,Gerrhonotinae
26504,797520,27.0,,Colubrinae
39760,797544,27.0,,Deirochelyinae
36074,797562,27.0,,Sceloporinae
30667,797576,27.0,,Crotalinae
47797,813978,37.0,,Enthemonae
813978,813994,33.0,,Actinioidea
68421,829419,27.0,,Achatininae
132949,840566,27.0,,Paradoxosomatinae
50638,840955,25.0,,Veroniceae
50638,840977,25.0,,Digitalideae
50638,840983,25.0,,Plantagineae
47734,841312,37.0,,Strongylosomatidea
840566,843658,25.0,,Sulciferini
42158,846185,27.0,,Capreolinae
42541,846215,27.0,,Didelphinae
41636,846255,27.0,,Ursinae
846185,846324,25.0,,Odocoileini
846215,846338,25.0,,Didelphini
40151,848317,47.0,,Theria
848317,848319,45.0,,Marsupialia
848317,848320,45.0,,Placentalia
848320,848323,43.0,,Euarchontoglires
848320,848324,43.0,,Laurasiatheria
48040,850994,27.0,,Campanuloideae
59649,857190,11.0,,Pantherophis alleghaniensis
49464,858333,25.0,,Parideae
71412,858902,25.0,,Hypericeae
47328,859160,27.0,,Lilioideae
859160,859161,25.0,,Lilieae
47851,861029,15.0,,Quercus
861029,861033,13.0,,Quercus
861029,861036,13.0,,Lobatae
47753,870758,27.0,,Dryopteridoideae
43698,870764,37.0,,Castorimorpha
50600,871438,27.0,,Mytilinae
50879,873639,13.0,,Quercifolium
415343,885411,25.0,,Potentilleae
55559,888838,15.0,,Erythrischius
62742,888920,13.0,,Rudbeckia
605446,888924,24.0,,Rudbeckiinae
47332,889631,27.0,,Papaveroideae
47379,895268,20.0,,Cerioporus
47380,895657,30.0,,Laetiporaceae
373844,900981,24.0,,Leucantheminae
373844,900982,24.0,,Anthemidinae
373844,900983,24.0,,Artemisiinae
373844,900988,24.0,,Matricariinae
153419,901066,24.0,,Oxylobinae
568270,901794,24.0,,Senecioninae
605446,901801,24.0,,Helianthinae
334037,901813,35.0,,Aphidomorpha
47204,902567,25.0,,Cardamineae
461542,902614,24.0,,Baccharidinae
47204,902660,25.0,,Thlaspideae
47204,902789,25.0,,Camelineae
47204,903187,25.0,,Hesperideae
47589,904149,13.0,,Acaulia
498534,904332,20.0,,Trichonephila
904332,904336,10.0,496,Trichonephila clavipes
47167,905657,37.0,,Pleurotineae
47167,905658,37.0,,Schizophyllineae
47484,906896,27.0,,Helicinae
906896,906897,25.0,,Helicini
906896,910275,25.0,,Otalini
906896,910283,25.0,,Allognathini
48626,914077,13.0,,Oenothera
48626,914083,13.0,,Hartmannia
379255,914922,10.0,497,Reynoutria japonica
629866,916897,27.0,,Ariolimacinae
48623,918903,27.0,,Lamioideae
48623,918904,27.0,,Ajugoideae
918903,918906,25.0,,Lamieae
520502,918917,25.0,,Mentheae
918917,919178,24.0,,Menthinae
918917,919180,24.0,,Nepetinae
918917,919181,24.0,,Prunellinae
47148,922110,27.0,,Amygdaloideae
922110,922113,25.0,,Amygdaleae
415343,922171,25.0,,Rubeae
415343,922173,25.0,,Roseae
48382,922206,27.0,,Polygonoideae
48382,922207,27.0,,Eriogonoideae
922207,922210,25.0,,Eriogoneae
922206,922238,25.0,,Polygoneae
922238,922240,24.0,,Reynoutriinae
922206,922242,25.0,,Rumiceae
49289,923936,27.0,,Berberidoideae
923936,923971,25.0,,Berberideae
923971,923972,24.0,,Berberidinae
923971,923973,24.0,,Epimediinae
48797,924978,27.0,,Tilioideae
518889,931408,25.0,,Chenopodieae
62471,933175,27.0,,Limacinae
49194,936164,25.0,,Lantaneae
568270,936861,24.0,,Tussilagininae
467650,937792,25.0,,Arisaemateae
895268,940028,10.0,498,Cerioporus squamosus
47151,941815,25.0,,Scrophularieae
56315,947427,13.0,,Micacei
713335,949881,34.5,,Eteodermaptera
54743,952186,47.0,,Lecanoromycetidae
781333,955376,25.0,,Bradybaenini
605446,960961,24.0,,Enceliinae
47754,961001,37.0,,Polypodiineae
372852,963992,33.0,,Cerambycoidea
47701,964902,15.0,,Robertium
964902,964908,13.0,,Ruberta
47603,967514,13.0,,Taraxacum
48445,972792,20.0,,Apioperdon
972792,972793,10.0,499,Apioperdon pyriforme
461542,972882,24.0,,Conyzinae
885411,975959,24.0,,Fragariinae
885411,975960,24.0,,Potentillinae
7251,980017,30.0,,Tyrannidae
48596,984576,11.0,,Campanula rotundifolia
52345,993825,25.0,,Convolvuleae
372763,997267,44.0,,Eugnatha
47535,1004909,27.0,,Gasteracanthinae
47535,1004912,27.0,,Argiopinae
790591,1043615,24.0,,Scandicinae
790591,1043617,24.0,,Daucinae
49869,1045281,13.0,,Caltha
50636,1045680,15.0,,Psyllium
1045680,1045692,13.0,,Lanceifolia
47584,1051154,47.0,,Autobranchia
1051154,1051155,45.0,,Heteroconchia
68421,1071364,27.0,,Rumininae
51874,1072552,15.0,,Lonicera
1072552,1072574,13.0,,Lonicera
1072552,1072577,13.0,,Nintooa
320552,1081313,20.0,,Lon
1081313,1081329,10.0,500,Lon zabulon
49389,1087592,11.0,,Stellaria media
538903,1092510,11.0,,Bombus lucorum-complex
53152,1092877,13.0,,Spirocarpos
1092877,1092918,12.0,,Lupularia
54321,1094690,27.0,,Parmelioideae
50814,1094814,47.0,,Agaricomycetidae
55624,1096177,15.0,,Acronicta
48111,1096984,27.0,,Tenoderinae
48112,1097011,37.0,,Eumantodea
1097011,1097013,35.0,,Schizomantodea
1097013,1097016,33.0,,Mantoidea
1096984,1097067,25.0,,Tenoderini
570070,1097068,25.0,,Stagmomantini
1097067,1097119,24.0,,Tenoderina
52818,1105043,11.0,,Achillea millefolium
322379,1105651,27.0,,Agriolimacinae
712034,1109044,24.0,,Dendryphantina
48939,1112639,15.0,,Eucycla
134168,1117856,20.0,,Argynnis
35360,1118992,27.0,,Lacertinae
